months_as_customer,age,policy_bind_date,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_date,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_state_IN,policy_state_OH,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_cross-fit,insured_hobbies_other,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_NO,property_damage_YES,police_report_available_NO,police_report_available_YES,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,"age_bins_(25, 45]","age_bins_(45, 64]",incident_month_of_year,incident_day_of_week,weekday,fraud_reported
204,38,2000-11-15 00:00:00,2000,1124.47,0,616161,0,-45100,2015-02-14 00:00:00,5,1,0,1,90530,16460,16460,57610,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,0
76,31,2007-03-14 00:00:00,500,1493.5,5000000,442335,39900,-44000,2015-01-31 00:00:00,7,1,2,1,8030,1460,730,5840,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0
405,55,1999-07-05 00:00:00,500,878.19,0,441533,57100,0,2015-03-01 00:00:00,2,4,0,2,38640,4830,4830,28980,1997,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0
435,58,1997-11-15 00:00:00,2000,1145.85,0,471784,0,-40000,2015-01-10 00:00:00,19,3,1,1,41490,9220,4610,27660,2004,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0
54,35,2010-09-27 00:00:00,500,1261.28,0,453265,68500,-42100,2015-02-25 00:00:00,21,3,2,0,79090,14380,7190,57520,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0
144,35,1993-08-30 00:00:00,500,1427.46,0,444922,0,0,2015-01-30 00:00:00,3,3,0,0,87900,17580,8790,61530,1995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0
92,32,1998-01-29 00:00:00,500,1592.41,0,474324,58900,-29100,2015-02-06 00:00:00,22,1,2,3,53400,5340,5340,42720,1996,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,0
173,36,2007-08-18 00:00:00,1000,1274.63,0,441298,51000,0,2015-02-08 00:00:00,22,1,2,3,52030,9460,9460,33110,1995,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0
436,60,1992-04-14 00:00:00,500,1362.31,0,446606,67600,-65300,2015-01-13 00:00:00,16,1,0,2,82060,14920,7460,59680,2005,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
155,35,1993-08-09 00:00:00,1000,919.37,0,459537,83600,0,2015-01-18 00:00:00,0,1,0,3,48360,8060,8060,32240,1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0
78,31,1991-04-02 00:00:00,1000,1377.23,0,440757,72600,0,2015-03-01 00:00:00,1,3,2,1,52290,5810,11620,34860,1997,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,0
264,43,2010-05-01 00:00:00,500,1508.12,6000000,433275,0,0,2015-01-20 00:00:00,0,3,2,1,60750,13500,6750,40500,2015,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
66,30,2003-06-24 00:00:00,500,484.67,0,608309,21100,-60800,2015-01-24 00:00:00,2,3,0,2,65560,11920,11920,41720,2015,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,1
366,50,1990-07-08 00:00:00,1000,1561.41,0,462767,21200,0,2015-01-04 00:00:00,5,3,1,3,70290,12780,12780,44730,2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,0
188,37,1994-09-24 00:00:00,500,1457.21,0,471785,46300,0,2015-01-17 00:00:00,6,1,2,0,45000,5000,5000,35000,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0,0
253,46,2006-04-19 00:00:00,500,1358.2,0,477636,52900,0,2015-02-14 00:00:00,11,3,0,0,64570,5870,11740,46960,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,0,0
446,61,1999-04-07 00:00:00,1000,1232.79,0,441967,49900,-62100,2015-01-07 00:00:00,3,1,2,0,70500,7050,14100,49350,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0
169,37,2001-12-07 00:00:00,1000,936.19,0,454776,70600,-48500,2015-02-02 00:00:00,4,3,2,1,57900,17370,5790,34740,2005,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
255,46,2006-11-25 00:00:00,500,1302.34,0,431532,0,-52600,2015-01-12 00:00:00,2,3,1,0,57860,5260,10520,42080,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
209,39,1996-12-06 00:00:00,500,1264.99,0,614169,67800,0,2015-01-01 00:00:00,22,1,1,1,37800,8400,4200,25200,1995,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0
210,37,2012-07-10 00:00:00,500,1467.76,0,601425,38700,-33100,2015-02-22 00:00:00,8,1,1,3,63300,6330,6330,50640,2000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,0,0
174,33,2014-04-07 00:00:00,2000,1124.43,0,477346,0,0,2015-01-16 00:00:00,14,3,0,1,44200,8840,4420,30940,1995,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,1,0
458,61,1992-12-07 00:00:00,1000,1328.18,0,617699,53000,0,2015-02-25 00:00:00,18,1,2,1,56340,6260,6260,43820,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,0
239,40,2004-11-29 00:00:00,500,1463.95,0,430567,0,0,2015-02-11 00:00:00,20,3,0,0,69740,6340,6340,57060,2003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0
161,38,2004-01-02 00:00:00,2000,1133.85,0,439870,60200,0,2015-01-03 00:00:00,0,3,2,2,60480,5040,15120,40320,2003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0
476,61,1993-04-18 00:00:00,1000,1562.8,0,458997,42800,-68200,2015-01-18 00:00:00,10,1,1,2,49390,8980,4490,35920,2009,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,0
233,41,1997-08-30 00:00:00,2000,1615.14,0,606638,67100,0,2015-01-20 00:00:00,6,1,0,1,3740,680,680,2380,2011,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
122,33,1991-06-03 00:00:00,500,1236.5,0,619620,0,-48700,2015-02-12 00:00:00,1,1,0,1,5060,460,920,3680,2003,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,1,0
335,48,1995-09-06 00:00:00,2000,1017.97,0,441671,59900,-34800,2015-02-19 00:00:00,21,3,0,0,35860,3260,6520,26080,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1
257,40,2000-02-09 00:00:00,2000,1306.0,0,610381,46100,-46900,2015-02-21 00:00:00,3,3,2,1,50050,7700,3850,38500,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,1
85,27,1996-07-23 00:00:00,2000,1174.14,0,602416,50400,-61500,2015-02-02 00:00:00,14,4,0,0,59070,10740,5370,42960,2012,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0
119,34,2011-12-30 00:00:00,500,1299.18,0,463271,57100,0,2015-01-08 00:00:00,7,1,2,1,45540,8280,8280,28980,1998,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1
225,39,1996-04-08 00:00:00,500,1390.72,0,448949,83900,-52100,2015-02-20 00:00:00,6,1,2,1,5830,1060,530,4240,2011,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,1,0
84,32,2001-03-04 00:00:00,500,1694.09,7000000,603732,0,0,2015-01-30 00:00:00,0,1,0,2,57240,4770,9540,42930,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1
169,39,2001-10-19 00:00:00,2000,1140.15,0,608929,0,-36800,2015-01-19 00:00:00,9,3,0,3,46200,4200,8400,33600,2015,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
124,32,2006-08-18 00:00:00,1000,1310.71,0,469875,29300,0,2015-02-25 00:00:00,23,1,0,1,57700,5770,5770,46160,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,0
297,47,2009-11-29 00:00:00,500,1616.65,7000000,456363,0,-59500,2015-01-16 00:00:00,0,3,0,3,44400,5550,5550,33300,1999,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,0
421,56,1990-02-15 00:00:00,500,1935.85,4000000,470826,49500,-81100,2015-01-12 00:00:00,7,1,2,3,92730,16860,8430,67440,2004,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
140,36,1991-05-03 00:00:00,500,1363.59,0,468303,43200,0,2015-02-08 00:00:00,10,3,2,0,79500,7950,7950,63600,2000,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0
123,29,2012-08-05 00:00:00,500,1209.63,0,447188,64800,-44200,2015-01-14 00:00:00,17,1,1,0,73260,16280,0,56980,2014,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1
267,46,2004-08-09 00:00:00,2000,1111.17,0,469438,35000,0,2015-02-03 00:00:00,3,1,2,3,4950,900,450,3600,1995,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0
290,42,2014-01-20 00:00:00,500,989.97,0,462519,32500,0,2015-01-20 00:00:00,10,1,0,1,48000,4800,9600,33600,2013,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
45,37,2011-12-19 00:00:00,1000,1114.23,0,432534,0,0,2015-01-01 00:00:00,1,1,0,1,52200,10440,5220,36540,2005,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,0
186,38,2008-07-28 00:00:00,2000,1347.31,0,436467,80900,-111100,2015-02-02 00:00:00,1,3,2,3,73800,12300,12300,49200,1995,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
135,34,1998-05-05 00:00:00,2000,1687.53,0,465674,0,-69600,2015-01-23 00:00:00,7,1,1,2,78200,15640,7820,54740,2009,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0
110,33,1995-04-16 00:00:00,1000,1183.48,0,442389,0,0,2015-01-26 00:00:00,19,1,2,3,55200,13800,9200,32200,2015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
282,48,1991-03-10 00:00:00,2000,1422.56,7000000,473705,26900,-55300,2015-02-09 00:00:00,7,1,1,2,3520,640,320,2560,2013,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
57,25,1996-01-20 00:00:00,2000,1143.06,0,469363,63100,-54100,2015-01-16 00:00:00,0,3,0,1,72900,14580,14580,43740,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0
140,30,2014-06-15 00:00:00,500,1354.2,0,438775,100500,0,2015-02-10 00:00:00,4,4,0,0,60170,5470,10940,43760,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0
250,42,2004-11-25 00:00:00,500,1055.6,0,457962,69500,-40700,2015-01-03 00:00:00,16,1,1,1,74800,13600,6800,54400,2009,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1
286,41,2000-08-26 00:00:00,1000,999.43,0,477947,25800,0,2015-01-01 00:00:00,3,1,2,0,4100,820,410,2870,2009,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0
356,47,2005-08-23 00:00:00,2000,1155.97,0,431104,0,0,2015-02-23 00:00:00,5,1,0,3,61490,5590,11180,44720,2009,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
187,34,2003-03-28 00:00:00,500,1232.57,0,612986,59500,0,2015-02-22 00:00:00,7,3,0,0,45100,8200,4100,32800,2011,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,6,0,0
386,53,2007-10-23 00:00:00,500,1078.65,0,615730,36800,0,2015-01-03 00:00:00,16,1,2,3,66660,12120,6060,48480,2006,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0
197,41,1996-06-27 00:00:00,1000,1324.78,0,478640,0,-64500,2015-01-10 00:00:00,6,1,2,2,76400,15280,7640,53480,1997,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,1
105,28,1995-12-13 00:00:00,500,1082.36,0,452216,0,0,2015-01-24 00:00:00,12,3,2,2,60500,12100,6050,42350,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0
